"","make","model","Price","city08","highway08","cylinders","displ","drive","fuelCost08","fuelType1","ecoFriendly","ghgScore"
"32893","Jeep","Grand Cherokee 4WD",69198,18,25,6,3.6,"All-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"32894","Jeep","Grand Cherokee 4WD",48951,18,25,6,3.6,"All-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"32895","Mercedes-Benz","GLS450 4matic",17947,17,22,6,3,"4-Wheel Drive",2500,"Premium Gasoline","It's a monster!",3
"32896","Mercedes-Benz","GLS450 4matic",32139,17,22,6,3,"4-Wheel Drive",2500,"Premium Gasoline","It's a monster!",3
"32897","Mercedes-Benz","GLS550 4matic",58729,14,19,8,4.7,"4-Wheel Drive",3000,"Premium Gasoline","It's a monster!",2
"32898","Mercedes-Benz","GLS550 4matic",47585,14,19,8,4.7,"4-Wheel Drive",3000,"Premium Gasoline","It's a monster!",2
"32899","Mercedes-Benz","AMG GLS63",15943,13,18,8,5.5,"4-Wheel Drive",3200,"Premium Gasoline","It's a monster!",2
"32900","Mercedes-Benz","AMG GLS63",30066,13,18,8,5.5,"4-Wheel Drive",3200,"Premium Gasoline","It's a monster!",2
"32901","BMW","M4 DTM Champions Edition",61205,17,24,6,3,"Rear-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"32902","BMW","M4 DTM Champions Edition",49827,17,24,6,3,"Rear-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"32903","MINI","Cooper Convertible",53950,28,37,3,1.5,"Front-Wheel Drive",1500,"Premium Gasoline","Kinda Green",7
"32904","MINI","Cooper Convertible",50379,28,37,3,1.5,"Front-Wheel Drive",1500,"Premium Gasoline","Kinda Green",7
"32905","MINI","Cooper S Convertible",16893,25,33,4,2,"Front-Wheel Drive",1700,"Premium Gasoline","Kinda Green",6
"32906","MINI","Cooper S Convertible",45527,25,33,4,2,"Front-Wheel Drive",1700,"Premium Gasoline","Kinda Green",6
"32907","MINI","Cooper S Convertible",64930,23,32,4,2,"Front-Wheel Drive",1850,"Premium Gasoline","Kinda Green",5
"32908","MINI","Cooper S Convertible",67305,23,32,4,2,"Front-Wheel Drive",1850,"Premium Gasoline","Kinda Green",5
"32909","MINI","John Cooper Works Convertible",34579,25,33,4,2,"Front-Wheel Drive",1700,"Premium Gasoline","It's a monster!",6
"32910","MINI","John Cooper Works Convertible",54839,25,33,4,2,"Front-Wheel Drive",1700,"Premium Gasoline","It's a monster!",6
"32911","MINI","John Cooper Works Convertible",50789,22,31,4,2,"Front-Wheel Drive",1900,"Premium Gasoline","It's a monster!",5
"32912","MINI","John Cooper Works Convertible",22052,22,31,4,2,"Front-Wheel Drive",1900,"Premium Gasoline","It's a monster!",5
"32913","BMW","230i Coupe",52839,24,35,4,2,"Rear-Wheel Drive",1700,"Premium Gasoline","Kinda Green",6
"32914","BMW","230i Coupe",61706,24,35,4,2,"Rear-Wheel Drive",1700,"Premium Gasoline","Kinda Green",6
"32915","BMW","230i Convertible",35848,24,34,4,2,"Rear-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"32916","BMW","230i Convertible",23789,24,34,4,2,"Rear-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"32917","BMW","230i xDrive Convertible",45434,23,33,4,2,"All-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"32918","BMW","230i xDrive Convertible",64782,23,33,4,2,"All-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"32919","BMW","M240i Coupe",42294,21,30,6,3,"Rear-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"32920","BMW","M240i Coupe",32939,21,30,6,3,"Rear-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"32921","BMW","M240i Coupe",32360,19,28,6,3,"Rear-Wheel Drive",2200,"Premium Gasoline","It's a monster!",4
"32922","BMW","M240i Coupe",44815,19,28,6,3,"Rear-Wheel Drive",2200,"Premium Gasoline","It's a monster!",4
"32923","BMW","M240i xDrive Coupe",69530,21,30,6,3,"All-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"32924","BMW","M240i xDrive Coupe",16039,21,30,6,3,"All-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"32925","BMW","M240i Convertible",57648,21,30,6,3,"Rear-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"32926","BMW","M240i Convertible",35939,21,30,6,3,"Rear-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"32927","BMW","M240i Convertible",43551,18,27,6,3,"Rear-Wheel Drive",2200,"Premium Gasoline","It's a monster!",4
"32928","BMW","M240i Convertible",61531,18,27,6,3,"Rear-Wheel Drive",2200,"Premium Gasoline","It's a monster!",4
"32929","BMW","M240i xDrive Convertible",46996,21,30,6,3,"All-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"32930","BMW","M240i xDrive Convertible",65801,21,30,6,3,"All-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"32931","BMW","M2",52707,18,26,6,3,"Rear-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"32932","BMW","M2",56697,18,26,6,3,"Rear-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"32933","BMW","M2",22837,20,26,6,3,"Rear-Wheel Drive",2200,"Premium Gasoline","It's a monster!",4
"32934","BMW","M2",67273,20,26,6,3,"Rear-Wheel Drive",2200,"Premium Gasoline","It's a monster!",4
"32935","MINI","Cooper Hardtop 2 door",32177,28,38,3,1.5,"Front-Wheel Drive",1500,"Premium Gasoline","Kinda Green",7
"32936","MINI","Cooper Hardtop 2 door",46465,28,38,3,1.5,"Front-Wheel Drive",1500,"Premium Gasoline","Kinda Green",7
"32937","MINI","Cooper Hardtop 4 door",17086,28,37,3,1.5,"Front-Wheel Drive",1500,"Premium Gasoline","Kinda Green",7
"32938","MINI","Cooper Hardtop 4 door",42243,28,37,3,1.5,"Front-Wheel Drive",1500,"Premium Gasoline","Kinda Green",7
"32939","MINI","Cooper S Hardtop 2 door",31232,25,32,4,2,"Front-Wheel Drive",1700,"Premium Gasoline","Kinda Green",6
"32940","MINI","Cooper S Hardtop 2 door",26775,25,32,4,2,"Front-Wheel Drive",1700,"Premium Gasoline","Kinda Green",6
"32941","MINI","Cooper S Hardtop 2 door",29143,23,32,4,2,"Front-Wheel Drive",1850,"Premium Gasoline","Kinda Green",5
"32942","MINI","Cooper S Hardtop 2 door",62003,23,32,4,2,"Front-Wheel Drive",1850,"Premium Gasoline","Kinda Green",5
"32943","MINI","Cooper S Hardtop 4 door",34913,25,32,4,2,"Front-Wheel Drive",1700,"Premium Gasoline","Kinda Green",6
"32944","MINI","Cooper S Hardtop 4 door",21700,25,32,4,2,"Front-Wheel Drive",1700,"Premium Gasoline","Kinda Green",6
"32945","MINI","Cooper S Hardtop 4 door",46317,23,32,4,2,"Front-Wheel Drive",1850,"Premium Gasoline","Kinda Green",5
"32946","MINI","Cooper S Hardtop 4 door",23148,23,32,4,2,"Front-Wheel Drive",1850,"Premium Gasoline","Kinda Green",5
"32947","MINI","John Cooper Works Hardtop",16715,25,32,4,2,"Front-Wheel Drive",1700,"Premium Gasoline","It's a monster!",6
"32948","MINI","John Cooper Works Hardtop",21003,25,32,4,2,"Front-Wheel Drive",1700,"Premium Gasoline","It's a monster!",6
"32949","MINI","John Cooper Works Hardtop",27992,23,32,4,2,"Front-Wheel Drive",1850,"Premium Gasoline","It's a monster!",5
"32950","MINI","John Cooper Works Hardtop",16262,23,32,4,2,"Front-Wheel Drive",1850,"Premium Gasoline","It's a monster!",5
"32951","BMW","330i",56608,24,34,4,2,"Rear-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"32952","BMW","330i",16427,24,34,4,2,"Rear-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"32953","BMW","330i xDrive",20117,23,33,4,2,"All-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"32954","BMW","330i xDrive",58597,23,33,4,2,"All-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"32955","BMW","320i",57918,24,35,4,2,"Rear-Wheel Drive",1700,"Premium Gasoline","It's a monster!",6
"32956","BMW","320i",29457,24,35,4,2,"Rear-Wheel Drive",1700,"Premium Gasoline","It's a monster!",6
"32957","BMW","320i",22203,23,35,4,2,"Rear-Wheel Drive",1750,"Premium Gasoline","It's a monster!",6
"32958","BMW","320i",62119,23,35,4,2,"Rear-Wheel Drive",1750,"Premium Gasoline","It's a monster!",6
"32959","BMW","320i xDrive",35603,23,34,4,2,"All-Wheel Drive",1750,"Premium Gasoline","It's a monster!",6
"32960","BMW","320i xDrive",36265,23,34,4,2,"All-Wheel Drive",1750,"Premium Gasoline","It's a monster!",6
"32961","BMW","340i",30555,21,32,6,3,"Rear-Wheel Drive",1900,"Premium Gasoline","It's a monster!",5
"32962","BMW","340i",60392,21,32,6,3,"Rear-Wheel Drive",1900,"Premium Gasoline","It's a monster!",5
"32963","BMW","340i",57239,19,29,6,3,"Rear-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"32964","BMW","340i",53815,19,29,6,3,"Rear-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"32965","BMW","340i xDrive",17922,21,31,6,3,"All-Wheel Drive",1900,"Premium Gasoline","It's a monster!",5
"32966","BMW","340i xDrive",69840,21,31,6,3,"All-Wheel Drive",1900,"Premium Gasoline","It's a monster!",5
"32967","BMW","340i xDrive",50423,19,29,6,3,"All-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"32968","BMW","340i xDrive",20146,19,29,6,3,"All-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"32969","BMW","440i Coupe",53593,19,29,6,3,"Rear-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"32970","BMW","440i Coupe",61021,19,29,6,3,"Rear-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"32971","Chevrolet","Cruze",64023,29,40,4,1.4,"Front-Wheel Drive",1200,"Regular Gasoline","Green Car",8
"32972","Chevrolet","Cruze",62550,29,40,4,1.4,"Front-Wheel Drive",1200,"Regular Gasoline","Green Car",8
"32973","Chevrolet","Cruze Premier",63938,29,39,4,1.4,"Front-Wheel Drive",1200,"Regular Gasoline","Green Car",8
"32974","Chevrolet","Cruze Premier",69203,29,39,4,1.4,"Front-Wheel Drive",1200,"Regular Gasoline","Green Car",8
"32975","Chevrolet","Cruze",54825,27,40,4,1.4,"Front-Wheel Drive",1250,"Regular Gasoline","Kinda Green",7
"32976","Chevrolet","Cruze",41690,27,40,4,1.4,"Front-Wheel Drive",1250,"Regular Gasoline","Kinda Green",7
"32977","Chevrolet","Sonic",32890,27,35,4,1.4,"Front-Wheel Drive",1350,"Regular Gasoline","It's a monster!",7
"32978","Chevrolet","Sonic",28984,27,35,4,1.4,"Front-Wheel Drive",1350,"Regular Gasoline","It's a monster!",7
"32979","Chevrolet","Sonic",65318,28,37,4,1.4,"Front-Wheel Drive",1250,"Regular Gasoline","It's a monster!",7
"32980","Chevrolet","Sonic",62812,28,37,4,1.4,"Front-Wheel Drive",1250,"Regular Gasoline","It's a monster!",7
"32981","Infiniti","Q50 Hybrid",61031,27,32,6,3.5,"Rear-Wheel Drive",1650,"Premium Gasoline","It's a monster!",6
"32982","Infiniti","Q50 Hybrid",39556,27,32,6,3.5,"Rear-Wheel Drive",1650,"Premium Gasoline","It's a monster!",6
"32983","Infiniti","Q50 Hybrid AWD",53160,26,30,6,3.5,"All-Wheel Drive",1700,"Premium Gasoline","It's a monster!",6
"32984","Infiniti","Q50 Hybrid AWD",20221,26,30,6,3.5,"All-Wheel Drive",1700,"Premium Gasoline","It's a monster!",6
"32985","Mitsubishi","Mirage",32381,33,41,3,1.2,"Front-Wheel Drive",1100,"Regular Gasoline","It's a monster!",8
"32986","Mitsubishi","Mirage",61762,33,41,3,1.2,"Front-Wheel Drive",1100,"Regular Gasoline","It's a monster!",8
"32987","Mitsubishi","Mirage",38890,37,43,3,1.2,"Front-Wheel Drive",1050,"Regular Gasoline","It's a monster!",9
"32988","Mitsubishi","Mirage",64903,37,43,3,1.2,"Front-Wheel Drive",1050,"Regular Gasoline","It's a monster!",9
"32989","Mitsubishi","Mirage G4",15789,33,40,3,1.2,"Front-Wheel Drive",1150,"Regular Gasoline","It's a monster!",8
"32990","Mitsubishi","Mirage G4",43276,33,40,3,1.2,"Front-Wheel Drive",1150,"Regular Gasoline","It's a monster!",8
"32991","Mitsubishi","Mirage G4",54781,35,41,3,1.2,"Front-Wheel Drive",1100,"Regular Gasoline","It's a monster!",8
"32992","Mitsubishi","Mirage G4",42283,35,41,3,1.2,"Front-Wheel Drive",1100,"Regular Gasoline","It's a monster!",8
"32993","BMW","530i",30081,24,34,4,2,"Rear-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"32994","BMW","530i",22461,24,34,4,2,"Rear-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"32995","BMW","530i xDrive",22791,23,33,4,2,"All-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"32996","BMW","530i xDrive",64412,23,33,4,2,"All-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"32997","Chevrolet","Cruze Hatchback",58521,29,38,4,1.4,"Front-Wheel Drive",1250,"Regular Gasoline","Kinda Green",7
"32998","Chevrolet","Cruze Hatchback",31275,29,38,4,1.4,"Front-Wheel Drive",1250,"Regular Gasoline","Kinda Green",7
"32999","Chevrolet","Cruze Premier Hatchback",58598,28,37,4,1.4,"Front-Wheel Drive",1300,"Regular Gasoline","Kinda Green",7
"33000","Chevrolet","Cruze Premier Hatchback",61996,28,37,4,1.4,"Front-Wheel Drive",1300,"Regular Gasoline","Kinda Green",7
"33001","Infiniti","Q70",32269,16,24,8,5.6,"Rear-Wheel Drive",2500,"Premium Gasoline","It's a monster!",3
"33002","Infiniti","Q70",57386,16,24,8,5.6,"Rear-Wheel Drive",2500,"Premium Gasoline","It's a monster!",3
"33003","Infiniti","Q70 AWD",43834,16,23,8,5.6,"All-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"33004","Infiniti","Q70 AWD",39799,16,23,8,5.6,"All-Wheel Drive",2650,"Premium Gasoline","It's a monster!",3
"33005","Infiniti","Q70 Hybrid",25354,28,33,6,3.5,"Rear-Wheel Drive",1600,"Premium Gasoline","It's a monster!",7
"33006","Infiniti","Q70 Hybrid",37273,28,33,6,3.5,"Rear-Wheel Drive",1600,"Premium Gasoline","It's a monster!",7
"33007","Infiniti","Q70",50579,18,25,6,3.7,"Rear-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"33008","Infiniti","Q70",16203,18,25,6,3.7,"Rear-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"33009","Infiniti","Q70 AWD",20456,18,24,6,3.7,"All-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"33010","Infiniti","Q70 AWD",28302,18,24,6,3.7,"All-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"33011","MINI","Cooper Clubman",42951,24,32,3,1.5,"Front-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"33012","MINI","Cooper Clubman",67403,24,32,3,1.5,"Front-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"33013","MINI","Cooper Clubman",16747,24,34,3,1.5,"Front-Wheel Drive",1700,"Premium Gasoline","Kinda Green",6
"33014","MINI","Cooper Clubman",36226,24,34,3,1.5,"Front-Wheel Drive",1700,"Premium Gasoline","Kinda Green",6
"33015","MINI","Cooper Countryman",15910,24,32,3,1.5,"Front-Wheel Drive",1750,"Premium Gasoline","It's a monster!",6
"33016","MINI","Cooper Countryman",52918,24,32,3,1.5,"Front-Wheel Drive",1750,"Premium Gasoline","It's a monster!",6
"33017","MINI","Cooper Countryman",43532,24,34,3,1.5,"Front-Wheel Drive",1700,"Premium Gasoline","It's a monster!",6
"33018","MINI","Cooper Countryman",49957,24,34,3,1.5,"Front-Wheel Drive",1700,"Premium Gasoline","It's a monster!",6
"33019","MINI","Cooper Clubman All4",25045,22,32,3,1.5,"All-Wheel Drive",1850,"Premium Gasoline","It's a monster!",5
"33020","MINI","Cooper Clubman All4",41334,22,32,3,1.5,"All-Wheel Drive",1850,"Premium Gasoline","It's a monster!",5
"33021","MINI","Cooper Countryman All4",54141,23,30,3,1.5,"All-Wheel Drive",1900,"Premium Gasoline","It's a monster!",5
"33022","MINI","Cooper Countryman All4",54583,23,30,3,1.5,"All-Wheel Drive",1900,"Premium Gasoline","It's a monster!",5
"33023","MINI","Cooper Countryman All4",67213,22,32,3,1.5,"All-Wheel Drive",1850,"Premium Gasoline","It's a monster!",5
"33024","MINI","Cooper Countryman All4",19187,22,32,3,1.5,"All-Wheel Drive",1850,"Premium Gasoline","It's a monster!",5
"33025","MINI","Cooper S Clubman",23865,23,32,4,2,"Front-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"33026","MINI","Cooper S Clubman",57556,23,32,4,2,"Front-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"33027","MINI","Cooper S Clubman",39055,22,31,4,2,"Front-Wheel Drive",1900,"Premium Gasoline","Kinda Green",5
"33028","MINI","Cooper S Clubman",30064,22,31,4,2,"Front-Wheel Drive",1900,"Premium Gasoline","Kinda Green",5
"33029","MINI","Cooper S Countryman",47615,23,32,4,2,"Front-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"33030","MINI","Cooper S Countryman",23698,23,32,4,2,"Front-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"33031","MINI","Cooper S Countryman All4",22592,22,31,4,2,"All-Wheel Drive",1850,"Premium Gasoline","Kinda Green",5
"33032","MINI","Cooper S Countryman All4",58251,22,31,4,2,"All-Wheel Drive",1850,"Premium Gasoline","Kinda Green",5
"33033","MINI","Cooper S Countryman All4",26775,21,31,4,2,"All-Wheel Drive",2000,"Premium Gasoline","Kinda Green",5
"33034","MINI","Cooper S Countryman All4",60291,21,31,4,2,"All-Wheel Drive",2000,"Premium Gasoline","Kinda Green",5
"33035","MINI","Cooper S Clubman All4",23519,22,31,4,2,"All-Wheel Drive",1850,"Premium Gasoline","Kinda Green",5
"33036","MINI","Cooper S Clubman All4",48092,22,31,4,2,"All-Wheel Drive",1850,"Premium Gasoline","Kinda Green",5
"33037","MINI","Cooper S Clubman All4",22426,21,30,4,2,"All-Wheel Drive",2000,"Premium Gasoline","Kinda Green",5
"33038","MINI","Cooper S Clubman All4",39353,21,30,4,2,"All-Wheel Drive",2000,"Premium Gasoline","Kinda Green",5
"33039","BMW","X1 xDrive28i",57378,22,31,4,2,"All-Wheel Drive",1900,"Premium Gasoline","Kinda Green",5
"33040","BMW","X1 xDrive28i",43436,22,31,4,2,"All-Wheel Drive",1900,"Premium Gasoline","Kinda Green",5
"33041","BMW","X1 sDrive28i",67434,23,32,4,2,"Front-Wheel Drive",1850,"Premium Gasoline","Kinda Green",5
"33042","BMW","X1 sDrive28i",49956,23,32,4,2,"Front-Wheel Drive",1850,"Premium Gasoline","Kinda Green",5
"33043","BMW","330i xDrive Gran Turismo",40285,23,33,4,2,"All-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"33044","BMW","330i xDrive Gran Turismo",64795,23,33,4,2,"All-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"33045","BMW","340i xDrive Gran Turismo",16623,20,29,6,3,"All-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"33046","BMW","340i xDrive Gran Turismo",18890,20,29,6,3,"All-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"33047","BMW","330i xDrive Sports Wagon",53315,23,33,4,2,"All-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"33048","BMW","330i xDrive Sports Wagon",24193,23,33,4,2,"All-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"33049","Chevrolet","Sonic 5",27279,27,35,4,1.4,"Front-Wheel Drive",1350,"Regular Gasoline","It's a monster!",7
"33050","Chevrolet","Sonic 5",36836,27,35,4,1.4,"Front-Wheel Drive",1350,"Regular Gasoline","It's a monster!",7
"33051","Chevrolet","Sonic 5",19684,28,37,4,1.4,"Front-Wheel Drive",1250,"Regular Gasoline","It's a monster!",7
"33052","Chevrolet","Sonic 5",41062,28,37,4,1.4,"Front-Wheel Drive",1250,"Regular Gasoline","It's a monster!",7
"33053","Mazda","CX-9 2WD",61795,22,28,4,2.5,"Front-Wheel Drive",1700,"Regular Gasoline","It's a monster!",5
"33054","Mazda","CX-9 2WD",65176,22,28,4,2.5,"Front-Wheel Drive",1700,"Regular Gasoline","It's a monster!",5
"33055","Land Rover","Range Rover Velar",38050,18,24,6,3,"All-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"33056","Land Rover","Range Rover Velar",32201,18,24,6,3,"All-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"33057","Mazda","CX-9 4WD",59031,20,26,4,2.5,"4-Wheel Drive",1750,"Regular Gasoline","It's a monster!",5
"33058","Mazda","CX-9 4WD",42604,20,26,4,2.5,"4-Wheel Drive",1750,"Regular Gasoline","It's a monster!",5
"33059","Nissan","Armada 2WD",62947,14,19,8,5.6,"Rear-Wheel Drive",2500,"Regular Gasoline","It's a monster!",2
"33060","Nissan","Armada 2WD",68496,14,19,8,5.6,"Rear-Wheel Drive",2500,"Regular Gasoline","It's a monster!",2
"33061","Dodge","Durango SRT AWD",49262,13,19,8,6.4,"All-Wheel Drive",3200,"Premium Gasoline","It's a monster!",2
"33062","Dodge","Durango SRT AWD",59913,13,19,8,6.4,"All-Wheel Drive",3200,"Premium Gasoline","It's a monster!",2
"33063","Jeep","Grand Cherokee SRT 4WD",48502,13,19,8,6.4,"All-Wheel Drive",3200,"Premium Gasoline","It's a monster!",2
"33064","Jeep","Grand Cherokee SRT 4WD",31244,13,19,8,6.4,"All-Wheel Drive",3200,"Premium Gasoline","It's a monster!",2
"33065","Nissan","Armada 4WD",65702,13,18,8,5.6,"4-Wheel Drive",2700,"Regular Gasoline","It's a monster!",2
"33066","Nissan","Armada 4WD",34422,13,18,8,5.6,"4-Wheel Drive",2700,"Regular Gasoline","It's a monster!",2
"33075","Porsche","911 Carrera",33011,20,29,6,3,"Rear-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"33076","Porsche","911 Carrera",49937,20,29,6,3,"Rear-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"33077","Porsche","911 Carrera",47090,22,30,6,3,"Rear-Wheel Drive",1900,"Premium Gasoline","It's a monster!",5
"33078","Porsche","911 Carrera",25749,22,30,6,3,"Rear-Wheel Drive",1900,"Premium Gasoline","It's a monster!",5
"33079","Porsche","911 Carrera Cabriolet",29734,20,29,6,3,"Rear-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"33080","Porsche","911 Carrera Cabriolet",50117,20,29,6,3,"Rear-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"33081","Porsche","911 Carrera Cabriolet",22941,22,28,6,3,"Rear-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"33082","Porsche","911 Carrera Cabriolet",44593,22,28,6,3,"Rear-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"33083","Porsche","911 Carrera S",51890,20,29,6,3,"Rear-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"33084","Porsche","911 Carrera S",20513,20,29,6,3,"Rear-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"33085","Porsche","911 Carrera S",61419,22,28,6,3,"Rear-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"33086","Porsche","911 Carrera S",32434,22,28,6,3,"Rear-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"33087","Porsche","911 Carrera S Cabriolet",16282,20,28,6,3,"Rear-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
